X,Result
-10.0,0.5440211108891456
-9.99,0.5356033346140827
-9.98,0.5271319984518926
-9.97,0.5186079495291319
-9.96,0.5100320402435874
-9.950000000000001,0.501405128179043
-9.940000000000001,0.4927280760195177
-9.930000000000001,0.4840017514629944
-9.920000000000002,0.4752270271346569
-9.910000000000002,0.4664047804996265
-9.900000000000002,0.45753589377521603
-9.890000000000002,0.4486212538427051
-9.880000000000003,0.4396617521586595
-9.870000000000003,0.43065828466578127
-9.860000000000003,0.4216117517033158
-9.850000000000003,0.4125230579170221
-9.840000000000003,0.40339311216870405
-9.830000000000004,0.39422282744532966
-9.820000000000004,0.38501312076772715
-9.810000000000004,0.37576491309889176
-9.800000000000004,0.36647912925188103
-9.790000000000004,0.35715669779734416
-9.780000000000005,0.3477985509706568
-9.770000000000005,0.33840562457870355
-9.760000000000005,0.32897885790629566
-9.750000000000005,0.3195191936222448
-9.740000000000006,0.31002757768509687
-9.730000000000006,0.30050495924853554
-9.720000000000006,0.2909522905664692
-9.710000000000006,0.2813705268978054
-9.700000000000006,0.27176062641092624
-9.690000000000007,0.26212355008787247
-9.680000000000007,0.25246026162824536
-9.670000000000007,0.2427717273528387
-9.660000000000007,0.23305891610700497
-9.650000000000007,0.22332279916475295
-9.640000000000008,0.2135643501276385
-9.630000000000008,0.20378454483348588
-9.620000000000008,0.193984361254675
-9.610000000000008,0.18416477940139503
-9.600000000000009,0.1743267812236499
-9.590000000000009,0.16447135051305772
-9.580000000000009,0.15459947280447714
-9.57000000000001,0.1447121352774509
-9.56000000000001,0.1348103266574934
-9.55000000000001,0.12489503711721411
-9.54000000000001,0.11496725817730467
-9.53000000000001,0.10502798260738558
-9.52000000000001,0.09507820432673163
-9.51000000000001,0.08511891830487814
-9.50000000000001,0.07515112046212845
-9.49000000000001,0.06517580756995964
-9.480000000000011,0.05519397715134917
-9.470000000000011,0.04520662738101996
-9.460000000000012,0.03521475698562574
-9.450000000000012,0.02521936514387954
-9.440000000000012,0.015221451386637292
-9.430000000000012,0.005222015496941153
-9.420000000000012,-0.004777942589951452
-9.410000000000013,-0.014777422886565635
-9.400000000000013,-0.024775425453204915
-9.390000000000013,-0.03477095049794435
-9.380000000000013,-0.04476299847660844
